text,label,level
it was never the poverty that deterred me  never the disease  unsanitary conditions  bugs or garbage  those things were never even a thought in my head as a reason for not staying i kept looking for the good and always found it each day i was happy on the reservationit would have all worked out if chief could have been a little nicer to me the only thing i was missing was love and respect from my partner maybe he had changed,1,A2
theres nothing like a good  long sleep to allow unpleasantness to recede into the past,0,A1
she wondered how she would feel to be a married woman it would be the end of her life  she decided  if life was a time of choices,0,A1
he was a man more concerned with the truth than his arrest quota  a philosophy that would often have him skate on thin ice with the higher ups,2,B1
i dont have kids or even that many friends  but if i did  id want my lasting impression on them to be this every life matters  but never one more than another sometimes silence holds more meaning than words and love  its infinitely impossible to define  but unequivocally  without any doubt  the reason we are here,1,A2
an optimist sees an opportunity in every calamity  a pessimist sees a calamity in every opportunity,4,C1
washington worked very hard to create his legacy even before the war of independence was over  he was assembling his papers and making sure they were going to be in a state of preservation that would represent as best he could the official side of what occurred during the revolution,2,B1
fame and fortune await the few with the faith to fall forward despite frustrating failures,4,C1
being made to feel like an irrelevant child was probably an asset benign negligence is not a bad parental attitude or at least a cross between a benevolent dictator and benign negligence  you should just let kids crack on with it,3,B2
to sing is to love and affirm  to fly and soar  to coast into the hearts of the people who listen  to tell them that life is to live  that love is there  that nothing is a promise  but that beauty exists  and must be hunted for and found,1,A2
remember that the good angels do what they can to preserve men from sin and obtain gods honor but they do not lose courage when men fail,3,B2
life is like a rollercoaster it has ups and downs but its your choice to scream or enjoy the ride,1,A2
it is not that the girl is unfit for everything  it is that she is not of this world,0,A1
ever since i was four years old  i loved making people smile  making them think  making them feel good  feel some kind of emotion,0,A1
we are not taught love thy neighbor unless their skin is a different color from yours  or love thy neighbor unless they dont make money as you do or love thy neighbor unless they dont share your belies we are taught love thy neighbor no exceptions we are all in this together  every single one of us and the only way we are going to survive as a society is through compassion a great community does not mean we all think the same things or do the same things it simply means we are willing to work together and are willing to love despite our differences,1,A2
i much prefer the sharpest criticism of a single intelligent man to the thoughtless approval of the masses,2,B1
dont limit yourself many people limit themselves to what they think they can do you can go as far as your mind lets you what you believe  remember  you can achieve,0,A1
only those who do not care  only those who find a way to diminish or extinguish the value of other human beings  survive wars without damage and speak of warrior honor afterward,2,B1
in my opinion  it is you considerate  humane men  that are responsible for all the brutality and outrage wrought by these wretches  because  if it were not for your sanction and influence  the whole system could not keep foothold for an hour if there were no planters except such as that one  said he  pointing with his finger to legree  who stood with his back to them  the whole thing would go down like a millstone it is your respectability and humanity that licenses and protects his brutality,1,A2
it is not my place to offer pep talks  aphorisms  or dictums but if i had to give one piece of practical advice it would be this find something that you love that theyre fucking with and then fight for it if everyone did thatimagine the difference  50,0,A1
there was no way to abandon guilt  no decent way to disown it all the tangles and knots of bitterness and desperation and fear had to be pitied no  better  grace had to fall over them,3,B2
the only thing more dangerous than an idea is a belief and by dangerous i dont mean thoughtprovoking i mean might get people killed,0,A1
a woman can slip on a pair of embellished cage heels one night and a pair of streamlined  lightweight sneakers the next day the beauty of modern luxury is the absence of rules,2,B1
they are my men and this ship my responsibility i vowed no woman would ever alter my path yet i kept them from ending you  and it makes me sick to the gut  for i would still rather die myself than see one hair on your head damaged by another man,1,A2
all in all  the lunch date was fine like an opened can of soda in its second hour if you were thirsty  you might take a sip or two  but i carried more hopes walking in to the restaurant than i did walking out,1,A2
i am not a man of my time in fact i find it hard not to declare myself its enemy not  as i often remark  that i fail to understand it my comment is merely a pious one because i am easygoing i prefer not to be aggressive or hostile and therefore i say that i do not understand those matters which i ought to say i hate or despise i have sharp hears but i pretend to be hard of hearing  finding as i do that is more elegant to feign this handicap than to admit that i have heard some vulgar sound,2,B1
i love you all for bearing with me  whether i was asking your opinion on the best sources to base the magic in the book off of  hearing your suggestions on wording  or having an argument with you on just how that sentence has completely correct grammar on that note  also telling me when the fantasy just got way too cheesy,1,A2
the writer can grow as a person or he can shrink  his curiosity  his reaction to life must not diminish the fatal thing is to shrink  to be interested in less  sympathetic to less  desiccating to the point where life itself loses its flavor  and ones passion for human understanding changes to weariness and distaste,2,B1
the burning point of paper was the moment where i knew that i would have to remember this because people would have to remember books  if other people burn them or forget them we will commit them to memory we will be come them we become authors we become their books,0,A1
i dont know yet what were called  or if we have a name i know so little and need to learn so much im many things  detective  and all of them love you,0,A1
a good drama critic is one who perceives what is happening in the theatre of his time a great drama critic also perceives what is not happening,2,B1
develop yourself from practice to become exceptional aim to be the blue ribbon best,2,B1
paul buchheit then you have what we do with pcs  and thats technically pretty challengingto take this big network of machines that are unreliable and build a big  reliable storage system out of it,1,A2
we tell you  tapping on our brows the story as it should be as if the story of a housewere told or ever could be,0,A1
surrounded by all the members of my dear family  enjoying the affection of numerous friends  who have never abandoned me  and possessing a sufficient share of all that contributes to make life agreeable  i lift my grateful eyes towards the supreme being and feel that i am happy,3,B2
tolerance is certainly an improvement over hate  but it is not the same thing as freedom,3,B2
every task that requires completion today  left undone  turns into a double task for tomorrow,1,A2
poems are surmountable they have rhymes and rhythms to help you make meaning theyre short enough   to read and reread until youve made some sense of them short stories are a different ballgame you read them and understand the words completely you know what happens in each sentence you follow the dialogue and action at the end  you know exactly whats happened and also you have no idea,0,A1
new beginnings are in order  and you are bound to feel some level of excitement as new chances come your way,1,A2
with dad  he was the ultimate wildlife warrior  and we admired him more than anything,3,B2
it is not important what would you do for your love  what matters is what have you been doing for it,0,A1
the food you eat can be either the safe  most powerful medicine or the slowest poison,1,A2
blessed are those that know the path out of their carnal flesh  for they shall attain intuition,4,C1
so the real question remains whether every problem is worth fixing the answer to that is no,1,A2
i love you because youre you neither of us are perfect  but if we put the tiny bit of perfection that we do have together and choose to learn from either others imperfections  that makes us as a whole  perfect its like putting together a broken heart one half cant be a full heart without the other half,1,A2
if every man could eat  thinking about another man  life would have been much easier,0,A1
in old age we are like a batch of letters that someone has sent we are no longer in the past  we have arrived,0,A1
you do me proud  captain but  dear  i want to say one thing and then im done  for you dont need much advice of mine after my good man has spoken i read somewhere that every inch of rope in the british navy has a strand of red in it  so wherever a bit of it is found it is known that is the text of my little sermon to you virtue  which means honour  honesty  courage  and all that makes character  is the red thread that marks a good man wherever he is keep that always and everywhere  so that even if wrecked by misfortune  that sign shall still be found and recognized yours is a rough life  and your mates not all we could wish  but you can be a gentleman in the true sense of the word  and no matter what happens to your body  keep your soul clean  your heart true to those who love you  and do your duty to the end,1,A2
the study  of revelation  instructs us not only about the storms to come  but how to endure and come through them with great victory,3,B2
poverty is multidimensional it extends beyond money incomes to education  health care  political participation and advancement of ones own culture and social organisation,2,B1
the truth was a mirror in the hands of god it fell  and broke into pieces everybody took a piece of it  and they looked at it and thought they had the truth,0,A1
yet gold all is not  that doth gold seem nor all good knights  that shake well spear and shieldthe worth of all men by their end esteem and then praise  or due reproach them yield,3,B2
we are natures unique experiment to make the rational intelligence prove itself sounder than the reflex knowledge is our destiny,2,B1
dont compare yourself to other christians compare yourself to christ he is the one you follow he is the one other christians too follow,0,A1
we have a disharmony in our natures we cannot live together without injuring each other,0,A1
you are the community now be a lamp for yourselves be your own refuge seek for no other all things must pass strive on diligently dont give up,3,B2
root cause of inequality is the mass scale digital disruption advantage as means of wealth creation is concentrated,4,C1
sickness is deep within the soul of our societyand that has always been gods exclusive territory,3,B2
the reality is that you think youre going to have all this time out here  to do all this stuff  and the truth of the matter is  you just dont if were on the road  and we stay in the city were in  im going to try to get up in the morning and get a workout in,1,A2
aim high  but do not aim so high that you totally miss the target what really matters is that he will love you  that he will respect you  that he will honor you  that he will be absolutely true to you  that he will give you the freedom of expression and let you fly in the development of your own talents he is not going to be perfect  but if he is kind and thoughtful  if he knows how to work and earn a living  if he is honest and full of faith  the chances are you will not go wrong  that you will be immensely happy,2,B1
mans real life is happy  chiefly because he is ever expecting that it soon will be so,0,A1
tell me this what is it with men and feeling like they have to act like selfdestructive superheroes whenever trouble shows upits the only way we know how to love,0,A1
to be angry about trifles is mean and childish  to rage and be furious is brutish  and to maintain perpetual wrath is akin to the practice and temper of devils  but to prevent and suppress rising resentment is wise and glorious  is manly and divine,4,C1
human love has little regard for the truth it makes the truth relative  since nothing  not even the truth  must come between it and the beloved person,2,B1
society cannot continue to disable themselves through their need to categorize people or make assumptions as to another individuals abilities,1,A2
the 9th key may be the door opener dont give up after trying the 8th keep doing it,0,A1
despite your pains and your problems you can still be kind to others as they are not responsible for your misery,1,A2
more often than not  its better to give up thinking  worrying and obsessing  in favour of faith that things will work out fine,3,B2
how strange it was to think that he  who such a short time ago dared not believe in the happiness of her loving him  now felt unhappy because she loved him too much,0,A1
the will to work of everyone in the country is the best guarantee of national survival,2,B1
like dry ground welcoming the rain  he let the solitude  silence  and loneliness soak in,4,C1
in periods when shallow speculation is rife  one might think that metaphysics would shine forth  at least  by the brilliance of its modest reserve but the very age that is unaware of the majesty of metaphysics  likewise overlooks its poverty its majesty it is wisdom its poverty it is human science,3,B2
points of views that are expressed on twitter dont intend to offend  but rather defend and open the conversation up to everyone so that no one has to pretend,1,A2
there was a fine line between fear that would excite and fear that would paralyze the senses,3,B2
when you can do that  little wren  when you can accept the wearing down and the eroding  then you can do anything how did i manage to keep going out nights i just told myself i didnt matter all that muchthat those in here mattered more you know something its not so hard really you just have to get past the fear,0,A1
our aim was not to create profit  but jobs  sanchez gordillo explained to me this philosophy runs directly counter to the latecapitalist emphasis on efficiency  a word which as been elevated to almost holy status in the neoliberal lexicon  but in reality has become a shameful euphemism for the sacrifice of human dignity at the altar of share prices,3,B2
as individuals they were each of them fallible  discordant as notes without harmony but as a band they were something more  something perfect in its own intangible way,1,A2
curiosity is my great vice i fear you have seen through to the heart of me  and now seek to exploit my weakness,3,B2
nostalgia is the intimate refuge of every man and every woman in a world seemingly gone mad,4,C1
only chance to make the world a success for humanity lies in technology  grand possibility technology provides to do more with less  and indiscriminately for everyone return to nature as nature pretechnologically was  attractive and possible as it still in some places is  can only work for some of us,1,A2
if you asked why the post had not come  or why the boat did not sail for england  or why your coffee was cold  or why your boots were not cleaned  or why your window was shut  or why the canary didnt sing you would always be sure to be told  cest la guerre,0,A1
the failure to invest in youth reflects a lack of compassion and a colossal failure of common sense,3,B2
every moment  every breath  is a new opportunity an opportunity to let go of the past and to become the person you choose to be,0,A1
to all you parents out there  dont make your little girls  or little boys  so thirsty for love that they will want to drink water that will poison them,0,A1
if youre suddenly doing something you dont want to do for four years  just so youve got something to fall back on  by the time you come out you dont have that 16yearold drive any more and youll spend your life doing something you never wanted to do in the first place,0,A1
every possible thing that can happen or will happen has already happened somewhere  year 2036 john titor,0,A1
history was not simply a catalogue of the dead and buried and benighted  but rather a vast new world to be pioneered  if you approached the past generously  so to speakits people as humans  not facts  as modern in their time as we were in ours  who thought and felt as we do  the dead would live again  our equals  not our oldfashioned  hopelessly unenlightened  and backward inferiors humanity  to be fully known  had to be seen as changeless as well as ever changing,2,B1
fantasy is the impossible made probable science fiction is the improbable made possible,2,B1
you put cow dung on my face every day religiously until you were three why else do you think your skin is so clear,0,A1
these are the four that are never content that have never been filled since the dew beganjacalas mouth  and the glut of the kite  and the hands of the ape  and the eyes of man,0,A1
 he  didnt like to think of himself as vain  but there were definitely times when he wished there was someone on hand to take his photograph,1,A2
if some great power would agree to make me always think what is true and do what is right  on condition of being some sort of clock and wound up every morning before i got out of bed  i should close instantly with the offer,1,A2
fulfillment comes from striving to succeed  to survive by your own wits and strength such things make each of us who we are you lose that in captivity  lose yourself  and that loss saps your capacity for joy,2,B1
each of us should take personal responsibility for our diet  and our childrens diet  and the governments role should be to make certain it provides the best information possible to help people stay healthy,0,A1
if you ever want to see how small you are in the plan of god  just stand at the edge of an ocean,0,A1
anger  hate  blind temper  that crazy switch to destroy  all of it purified into discipline and control  the best side of boxing  billy says,3,B2
she felt sad  but she hadnt cried all day she thought that crying would actually be a good thing right now it seemed normal to react whoever martin had been  he had probably been a normal person he was probably having a normal reaction right now  and she had caused it she felt bad for confusing him she thought it might be fair to cry for him but it wasnt until she thought of the mother cows in the pasture the day after the weaning  wandering around singly in the naked sunshine  still trying to call out in their hoarse  broken voices for the young ones that were still missing  that she was finally able to make herself crya little bit for all of the calves  but mostly for herself,1,A2
our decisions are influenced by our beliefs and this is why we say our reality is what we believe in,1,A2
passing the baton  oh what a challenge this has proven to be in many societies  families  businesses  governments  religious organizations and obviously in every other relay race why do this  for starters  you will not live forever  how about that after a given mileage  even a car will need new tyres,1,A2
if you get enough people believing one thing  its like reality bends itself to allow that to exist,1,A2
in case its escaped your notice  that bastard has tried to kill me twice now how about using your considerable power to track him down rather than trying to unravel my unremarkable past,2,B1
its a messy business  dying  he said as time goes on theres just less and less of you it happens quickly for some  for others it can drag on starting from birth you keep losing one thing after another first a finger  than an arm  first a tooth  then a whole set of teeth  first one memory  then all your memory  and so on and so forth  until one day theres nothing left then they chuck whats left of you in a hole and shovel it in and thats your lot,1,A2
we cannot conquer fate and necessity  yet we can yield to them in such a manner as to be greater than if we could,3,B2
the aim of the taper is to minimise accumulated fatigue and fill up the fuel stores to arrive at the start line fresh,2,B1
the man who said no to sin  cheat  deceit  manipulation  wickedness  hatred  jealousy and pride  has said yes to greatness,4,C1
the best clubs in the world are always the clubs where you have a variety of people like  you have the crazy people  you have the nicely dressed people  you have the office people  you have the regular guys  that makes it fun,0,A1
give a man a fish and you feed him for a day teach a man to fish and you feed him for a lifetime,1,A2
if you think technology can solve your security problems  then you dont understand the problems and you dont understand the technology,0,A1
we dont have to destroy the library of the past we just need to give it a facelift,0,A1
some lean back but those who lean forward are poised to cross the finishline  first,4,C1
you say you just want to be my friend i know that you mean you want to relate to my mind but not my body i can understand that and will not ask you to relate to me in a way that you dont want to  or talk to me about subjects you find uncomfortable but likewise i refuse to castrate myself for you by pretending not to have the feelings i have if you want me as your friend you will have to accept my penis along with me,1,A2
but when one does not complain  and when one wants to master oneself with a tyrants grip  ones faculties rise in revolt  and one pays for outward calm with an almost unbearable inner struggle,3,B2
hold firmly that our faith is identical with that of the ancients deny this  and you dissolve the unity of the church,3,B2
in the global marketplace of the future the price of every product will tell the ecological truth,2,B1
i need you he could not go any further down rock bottom and at the very bottom was just this one thing the core of it all fucking love you too much,1,A2
the circumstances of the world are so variable that an irrevocable purpose or opinion is almost synonymous with a foolish one,3,B2
ive been in love with you since the very beginning you asked why there isnt anyone else in my life  and the reason is you,0,A1
youre creating an intimacy that everybody feels  that its their experience  not yours ill never introduce a song and say  now this song is about my broken heart,0,A1
it marked the beginning and  of course  an end at that moment a chapter  no  a whole stage of my closed had i known  and had there been a spare second or two  i might have allowed myself a little nostalgia,2,B1
a woman is human  obviously  but she represents a slightly different kind of humanity,3,B2
you spend a lot of time thinking about how awful the prison is rather than envisioning your future,0,A1
the difference between rearing a child in your 20s and one in your 50s is one of patience,2,B1
i dont want to say something and walk away  i want to wake you up and walk with you to achieve your dreams,0,A1
you know theres got to be a better way of life  somewhere  sometime  somehow  but youre not exactly sure what better is,3,B2
before the sacred  people lost all sense of power and all confidence  they occupy a powerless and humble attitude toward it and yet no thing is sacred of itself  but by declaring it sacred  by my declaration  my judgment  my bending the knee  in short  by my  conscience,3,B2
listen my dear sister you only fix something  when its broken and you  are far from broken say to yourself  i am perfect  the way i am say to yourself  i am beautiful the way i am say to yourself  those who do not accept me the way i am  do not deserve me in their life,0,A1
curious  it said what you call your decent self doesnt dare look me in the eye what a mistake people make who say that the man who wont look you in the eye is not to be trusted as if mere brazenness were a sign of honesty  really  the theory of decency is the most amusing thing in the world,1,A2
being pregnant is a very boring six months i am not particularly maternal its an occupational hazard of being a wife,3,B2
you look at me and judge me and i just want to ask  for what i am in full control no one has a gun to my head why cant this be my profession one i have chosen for myself i tell you prostitutes are professional in their skills and practise it like the vocation of true apostles and why shouldnt they whats so different from the accountant or the doctor selling his time i ended up in this profession in the same way someone might end up being a lawyer because the couldnt get into engineering or dentistry or because they couldnt get into medicine  or even a banker who grew up telling everyone they want to be a soccer player they do those things because that was what was available for heir talents and their circumstances at that time but do we pity them no  because thats lif,1,A2
if being in the now doesnt work  dont worry as there is always another one tomorrow,0,A1
do you know invisible determination and effort will always accomplish visible distinction and excellence,4,C1
science is always discovering odd scraps of magical wisdom and making a tremendous fuss about its cleverness,3,B2
you cant run from who you are the best you can do is take who are you are and make the best you that you can be,0,A1
you know youve read a good book when you turn the last page and feel a little as if you have lost a friend,0,A1
since hed stepped out of medical school  all hed ever done was fulfil the same three basic templates  again and again and again the possibility of infinite variation had led only to convergence,1,A2
there are savages without god in any proper sense of the word  but none without ghosts,1,A2
success depends in a very large measure upon individual initiative and exertion  and cannot be achieved except by a dint of hard work,1,A2
all labor that uplifts humanity has dignity and importance and should be undertaken with painstaking excellence,4,C1
everyone has a story with cocacola people like wayne dyer even and people like alan rickman and many other people  so they are dead so you can take it cocacola is part of the history,0,A1
silence does not always imply consent sometimes it simply means that the silent one has opted out of a discussion with idiots,3,B2
all the way home  his wound pulsing with every hearbeat  he had cursed himself for a fool how could he think she loved him he had never been loved in his life  save perhaps by erik and the other men who had served with him across the sea  and that was the love of comrades he had never known the love of women  just their embrace twice he had found tears running down his face,1,A2
i have been very happy  very rich  very beautiful  much adulated  very famous and very unhappy,0,A1
thats always the worst the not knowing because then youre stuck with a hundred questions no one can answer,0,A1
i am left to wonder  will anyone else see itthat day in the forest when i looked upon the marble bear  alive with the setting sun  what did i witness was it only sunlight on stone  or fathers spirit  or a reflection of my own it seems to me now that such a moment requires a kind of trinity you and i and the thing itself,1,A2
decidetake one of the most unsettling things you feel exist in your life and decidedecide to meet it with love and understandingdecide to meet it with a proactive spirit that believes that a solution  an ease  a peaceful resolve rests in the meetingprepare your heart for what it feels like to be joyous over the result give life to this solution with your breathlet any fear be a helpmate  let it actually support and lift you to an awareness that your next opportunity for growth is revisiting you through this present unsettling because you are now more than capable and authentically ready to meet itlearn and value the lesson and transcend its repetitive nature,1,A2
this is not a black problem it is not a white problem it is not a police problem it is a we problem we the people  for the people it is going to take all of us being transparent in order to transform,1,A2
death is the sanction of everything the storyteller can tell he has borrowed his authority from death,2,B1
we dont care about you we care who is behind you so the idea is you to be the victim and we to catch the killer,0,A1
it neither kills outright nor inflicts apparent physical harm  yet the extent of its destructive toll is already greater than that of any war  plague  famine  or natural calamity on record  and its potential damage to the quality of human life and the fabric of civilized society is beyond calculation for that reason this sickness of the soul might well be called the fifth horseman of the apocalypse its more conventional name  of course  is dehumanization,3,B2
they kept me in a cage for too long because now every room i am standing in is just another cell,1,A2
books are the carriers of civilization without books  history is silent  literature dumb  science crippled  thought and speculation at a standstill,3,B2
would a bird build its nest if it did not have its instinct for confidence in the world,2,B1
a highly paid  highly motivated employee who is not allowed to work with his full potential is like a ferrari which is not allowed out of the garage,1,A2
we must exude a sense of proportional gratitude that humankinds exquisite texture is composed of a feeling soul and an intelligent will  which people refer to as memory of the heart,3,B2
day 72i remember oranges and you dont mind me leaving the queue momentarily to find some when you say  of course  you reach for my arm in sympathy and recognition this may be the thing that breaks me today  that stops me in my tracks before driving me forward  turning a corner  making something work  letting everything happen when i return  youre touching my yoghurts  reading the ingredients  as though you are making them yours  protecting them in my absence and amusing yourself with the cherryness of them on days like this  i want to take my strangers home with me,1,A2
get what you can with words  because words are free  but the words of an armed man ring that much sweeter,2,B1
some readers read a book as if it were an instruction manual  expecting to understand everything first time  but of course when you write  you put into every sentence an overflow of meaning  and you create in every sentence as many resonances and double meanings and ambiguities as you can possibly pack in there  so that people can read it again and get something new each time,1,A2
we must give our children back their ability to see the divine  we must help them to return to their original innocence where they saw god everywhere they look they saw the divine in the flowers and the insects of the world  they saw god in the animals and the clouds  and we have stolen that ability from them  give it back to them tell them they do not have to wait for an afterlife to experience the divine  because the divine is here with us  within each of us and all around us cant you see,1,A2
life is not always what one wants it to be  but to make the best of it  as it is  is the only way of being happy,0,A1
sometime life is full of joy and sometime life is full of pain and tears but we have to defeat it,3,B2
he wants you to feel him in any possible way you can  but you lazy bird  come on  make a step and you will feel all you got to feel,0,A1
so if it seems like youre doing something different from what everyone else is doing  and if sometimes that feels hard  this is a good thing  not a bad thing,0,A1
how many stars can you count in the sky how many mistakes can you count in your life stop counting no clever man ever is stuck in the past,0,A1
its amazing how drastically your life can change when you stop accepting shit you hate,0,A1
it  proof by contradiction  is a far finer gambit than any chess gambit a chess player may offer the sacrifice of a pawn or even a piece  but a mathematician offers the game,3,B2
thanks to television  for the first time the young are seeing history made before it is censored by their elders,0,A1
you cant get to other site  with out being in this site  so you must start from this site  to get to other site,0,A1
it is much more important to know what sort of a patient has a disease than what sort of a disease a patient has,0,A1
this goes to show you that sometimes the unseen is not to be feared and that those meant to love us most are not always ones who do,0,A1
democratic forms of government are vulnerable to mass prejudice  the socalled tyranny of the majority,4,C1
she thought little of her ordeal cruelty was part of nature  like a winter frost  something to be survived and then forgotten  p689,1,A2
we the people have the strength to bring our country from our weakkneed stumbling gait in the last ranks of reason to the leadership of the great march to environmental victory,2,B1
if you come across a high mountain on your way  thank to it  because a good challenge is a great chance for you to surpass yourself thank to it,1,A2
it was a land of almost breathtaking beauty or of savage poverty  a land of screaming ghosts or of sunflung possibilities  a land of inviting warmth or of desperate drought how you see a country depends on whether you are driving through it  or living in it how you see a country depends on whether or not you can leave it  if you have to,1,A2
i have been smashed and put back together so many times nothing works right nothing is where it should be  heavy thumping in my shoulder where my heart now beats,1,A2
here is a very simple strategy of life when the train arrives at the station  be at the station,0,A1
if you are going to sin  sin against god  not the bureaucracy god will forgive you but the bureaucracy wont,4,C1
all the buildings of justice will remain idle on the day when all men have high conscience,3,B2
comedy is learning to be funny  and you learn to be funny in small rooms with young audiences,0,A1
you are not the one you see in themirror you are the one who isshining in the eyes of others,0,A1
death is around everyones corner  people try to run and hide from it  but it always catches up with them like a bad scene from a horror movie death stalks you like a lion  waiting for just the right moment to attack you can run but sooner or later youll trip and death will devour you did anyone know the secret to outrun death no one that lived to tell about it  thats saying something right,1,A2
i will tell you what we shall do if ever you need to rescue catherine  or you berkley  maximus  i will help you  and you will do as much for me then we do not need to worry  i do not suppose anyone could stop all three of us  at least not before we can escape,0,A1
shed spoken of their happiness as though it were an undeniable fact  no matter what happenedapart from everything else and not subject to it it was a new idea for him  that happiness wasnt a mystical place to be reached or wonsome bright terrain beyond the boundary of misery  a paradise waiting for them to find itbut something to carry doggedly with you through everything  as humble and ordinary as your gear and supplies food  weapons  happinesswith hope that the weapons could in time vanish from the picture,2,B1
you are judged many times more by what you do in groups than for what you do as individuals,0,A1
now is your time go for it it is never too late  or too early  to begin living the adventures of which you have always dreamed,0,A1
the more things change  the more they stay the same and  thats a whole other story,0,A1
and in contrast to the communist revolution in russia and the communist attempts at revolution in germany from 1918 through 1923  hitlers were virtually blood,3,B2
your whole being is deeply troubled personified the vision of a childs purity  lost in the wilderness of an everunchanging and imperfect world,3,B2
lets focus on how we can take someone who is being poorly educated in an american public school and how they are poorly trained for a job  and put in place those opportunities for them to get that education  give their parents choice in education  make it real for them,0,A1
if you want to get understanding  keep the word in your heart and not in your mind only,0,A1
you have the power inside of you do not be scared to wield it  for the battles you face give no allowances for your cute little sense of innocence and ignorance they will overrun and vanquish you at the slightest chance they get so  fight you must to stay up or be prepared to go downremember this though with great power comes great responsibility and true power is wielded efficiently in time and with wisdom,1,A2
every great scientific truth goes through three stages first  people say it conflicts with the bible next they say it has been discovered before lastly they say they always believed it,1,A2
faith consists  not in ignorance  but in knowledge  and that  not only of god  but also of the divine will,3,B2
youll live for as long as you live  and once you stop living  you dont have to worry about staying alive any more because youll be dead,0,A1
god please help man find his lost freedom faster so that the rest of the creatures on earth who deserve it more can have theirs back,2,B1
there is no honour in battle  dogalas men killing menno honour honour is doing a noble deed and living to tell about it he glanced over at him remember that,3,B2
those who  while they disapprove of the character and measures of a government  yield to it their allegiance and support are undoubtedly its most conscientious supporters  and so frequently the most serious obstacles to reform,3,B2
the isolated imagination is easily corrupted by theory  but the writer inside his community seldom has such a problem,3,B2
if you hire people just because they can do a job  theyll work for your money but if you hire people who believe what you believe  theyll work for you with blood  sweat  and tears,1,A2
how can she shes incapable of understanding anything besides  do any of us understand what we are doing if we did  would we ever do it,0,A1
once i am aware of what has been on my mind and have established ways to respond in faith with a particular prayer  sacred word  or silence before god  my anxious thoughts lose a great deal of their power,2,B1
ownership breeds slavery with every single thing that you acquire  comes a new worry of not losing that thing,3,B2
whilst you are a youth  think about the aged  whilst you are an aged  think about the youth,3,B2
you want some sweet and lovely things  tessa  but be careful other people cant always give you what you want,1,A2
of course ill hurt you of course youll hurt me of course we will hurt each other but this is the very condition of existence to become spring  means accepting the risk of winter to become presence  means accepting the risk of absence,1,A2
you are the only problem you will ever have and you are the only solution change is inevitable  personal growth is always a personal decision,1,A2
the best way to achieve lasting change in your life is to act slowly and persistently do not make radical changes in your life that you have not yet learned to maintain act with deliberate care and decisiveness and allow yourself to make the changes you need in your life,1,A2
although you may spend your life killing  you will not exhaust all your foes but if you quell your own anger  your real enemy will be slain,2,B1
we all would like to know more and  at the same time  to receive less information in fact  the problem of a worker in todays knowledge industry is not the scarcity of information but its excess the same holds for professionals just think of a physician or an executive  constantly bombarded by information that is at best irrelevant in order to learn anything we need time and to make time we must use information filters allowing us to ignore most of the information aimed at us we must ignore much to learn a little,2,B1
youve gone far away to a place with no horses and very little grass  and youre studying how to write a story with a happy ending if you can write that ending for yourself  maybe you can come back,0,A1
if the tenacity of flowing water weakens the structure of a solid rock  what more  if the ordinary visionaries become just as tenacious,3,B2
for what the horse does under compulsion  as simon also observes  is done without understanding  and there is no beauty in it either  any more than if one should whip and spur a dancer,2,B1
i like structure  like driving go past the school on the street  stay on the right side  no hitting the car  go in right  youll see a big church  stop and take a left  and youll have it by doing this im giving a structure of life  a path of light  and showing what happens between me and me  which is something very beautiful,0,A1
i mean  like most guys  you carry around this girl in your head  who is exactly who you want her to be the person you think you will love the most and every girl you are with gets measured against this girl in your head,0,A1
the type of music i make  its not just straightup rapping theres emotion in it thats why people feel each song differently i get all my vibes from rock music  you know all my melodies and all that,1,A2
sometimes we get sad about things and we dont like to tell other people that we are sad about them we like to keep it a secret or sometimes we are sad but we really dont know we are sad so we say we arent sadbut we really are,0,A1
i am proud of my complexion  there is always someone darker than you  thats just true be proud your you,1,A2
im just here to remind you that every human life is a bold and delicate projection of the eternal into the temporal,3,B2
we always have enough to be happy if we are enjoying what we do have and not worrying about what we dont have,0,A1
the frozen owers never go away they hang around somewhere all the time i think we need to talk about vasesdid you hear the sound of the white ower,0,A1
i guess its human nature to question yourself  to question why all the pain has had to happen sometimes there isnt any answers it just is what it is and how we make ourselves feel and see through that  is what will determine how we move forward,0,A1
she once again thought about how badly she wanted to crawl back beneath the mound of already cooling blankets that covered her bed like an inviting nest,3,B2
letter writing can be seen as a gift because someone has taken his her time to write and think and express love,0,A1
true love comes only once in life with one person if its come second time its just medicine to forget first one,0,A1
banality is like boredom bored people are boring people  people who think that things are banal are themselves banalinteresting people can find something interesting in all things,0,A1
the longer you pause to process surprising or negative feedback  the more likely you are to learn from it,2,B1
politeness is okay  but it gets old and boring you want to attack life with a passion  not a politeness  you want people to think about you and remember you and say she is so passionate you dont want people to think about you and remember you and say she is so polite  because  who cares about polite,1,A2
its a lack of clarity that creates chaos and frustration those emotions are poison to any living goal,3,B2
since everything is destructible including life  you should  therefore  make the best out of life while it lasts,1,A2
in daily life we never understand each other  neither complete clairvoyance nor complete confessional exists we know each other approximately  by external signs  and these serve well enough as a basis for society and even for intimacy but people in a novel can be understood completely by the reader  if the novelist wishes  their inner as well as their outer life can be exposed and this is why they often seem more definite than characters in history  or even our own friends  we have been told all about them that can be told  even if they are imperfect or unreal they do not contain any secrets  whereas our friends do and must  mutual secrecy being one of the conditions of life upon this globe,1,A2
